subID.calcFD	label1002	label1003	label1005	label1006	label1007	label1008	label1009	label1010	label1011	label1012	label1013	label1014	label1015	label1016	label1017	label1018	label1019	label1020	label1021	label1022	label1023	label1024	label1025	label1026	label1027	label1028	label1029	label1030	label1031	label1034	label1035	label2002	label2003	label2005	label2006	label2007	label2008	label2009	label2010	label2011	label2012	label2013	label2014	label2015	label2016	label2017	label2018	label2019	label2020	label2021	label2022	label2023	label2024	label2025	label2026	label2027	label2028	label2029	label2030	label2031	label2034	label2035	
Sub1075	2.0539	2.1489	2.0176	1.9000	2.1201	2.2060	2.1670	1.9550	2.1659	2.1241	2.1234	2.0168	2.1402	1.9305	2.0370	2.1029	1.8975	2.0505	1.9485	2.1137	2.0312	2.1676	2.1136	1.9949	2.1619	2.2540	2.1178	2.2139	2.1715	1.8870	2.0995	1.8913	2.1404	2.0040	2.0065	2.1178	2.2382	2.1856	1.8800	2.1701	2.1145	2.1459	2.0228	2.1527	1.9314	2.0089	2.0641	1.9593	1.9989	1.9819	2.1196	2.0167	2.1552	2.1168	1.9601	2.1838	2.2560	2.0727	2.1944	2.1771	1.7851	2.0866	0.0000	
Sub1076	2.0089	2.1068	1.9888	1.9336	2.1660	2.1970	2.1657	1.9667	2.1930	2.1217	2.1320	2.0408	2.1660	1.9696	2.0004	2.0835	1.9414	2.0899	1.9338	2.0654	2.0500	2.1117	2.1602	1.9870	2.1873	2.2533	2.1230	2.1999	2.2053	1.8868	2.1406	1.9466	2.1058	2.0648	2.0232	2.1371	2.2167	2.2164	1.9036	2.2184	2.1507	2.1302	2.0501	2.1818	1.9329	2.0272	2.0405	1.9667	2.0718	1.9236	2.0571	2.0439	2.1210	2.1398	1.8621	2.1761	2.2585	2.1283	2.2063	2.1727	1.7861	2.1311	0.0000	
Sub1077	1.9687	2.0761	1.9397	1.9086	2.1020	2.1719	2.1052	1.9405	2.1183	2.0714	2.0442	1.9929	2.0962	1.9447	1.9794	1.9975	1.9256	1.9739	1.7509	2.0181	1.9889	2.0665	2.1205	1.9826	2.0786	2.1839	2.0987	2.1162	2.1186	1.7600	2.0432	1.9202	2.0787	1.9527	1.8399	2.0375	2.1776	2.1068	1.8807	2.1178	2.0864	2.0565	1.9796	2.1221	1.8863	1.9689	2.0217	1.9634	1.9789	1.8179	2.0356	1.9854	2.0989	2.1247	1.9038	2.0992	2.1802	2.0645	2.1336	2.1474	1.6939	2.0565	0.0000	
Sub1078	1.9671	2.0873	1.9542	1.8575	2.1407	2.1661	2.1731	1.9280	2.1326	2.1057	2.0795	2.0274	2.1404	1.9196	1.9928	2.0032	1.9311	2.0277	1.8616	2.0673	2.0272	2.1222	2.1337	1.9561	2.1372	2.2367	2.1059	2.1564	2.1828	1.8300	2.0884	1.8635	2.0918	1.9663	1.9369	2.1258	2.2037	2.1668	1.9511	2.1420	2.0965	2.0982	2.0243	2.1698	1.9551	2.0099	2.0047	1.9464	2.0569	1.9216	2.0206	1.9871	2.1129	2.1382	1.9411	2.1361	2.2364	2.1096	2.1713	2.1590	1.7665	2.0943	0.0000	
Sub1079	1.9355	2.0826	1.9810	1.7052	2.0551	2.1768	2.1074	1.9083	2.0954	2.0793	2.0388	1.9867	2.1284	1.8029	1.9973	2.0177	1.9415	1.9745	2.0049	2.0543	1.9524	2.1091	2.0762	1.9869	2.0990	2.2055	2.0711	2.1736	2.1569	1.7447	2.0538	1.8957	2.0509	1.9383	1.7728	2.0851	2.2005	2.1423	1.7714	2.1787	2.0844	2.0570	1.9560	2.1451	1.8160	2.0103	2.0538	1.9257	1.9816	1.9514	2.0278	1.8664	2.1108	2.0748	1.9116	2.1175	2.2065	2.0967	2.1462	2.1579	1.7304	2.0487	0.0000	
Sub1080	2.0231	2.1068	2.0155	1.9307	2.0916	2.1983	2.1381	1.9832	2.1619	2.1133	2.0614	2.0363	2.1359	1.9280	2.0092	2.0729	1.9805	2.0372	1.8462	2.0428	2.0006	2.1238	2.1129	1.9199	2.1287	2.2341	2.1187	2.1860	2.1799	1.8158	2.0692	1.9344	2.0862	2.0151	1.9586	2.1036	2.2373	2.1671	1.9112	2.1377	2.0933	2.0461	1.9940	2.1685	1.8839	2.0295	2.0566	1.9830	2.0415	1.8727	2.0470	1.9833	2.1201	2.1218	1.8659	2.1565	2.2350	2.0916	2.1961	2.1710	1.8004	2.0633	0.0000	
Sub1081	2.0461	2.1169	1.9906	1.9141	2.0907	2.2007	2.1384	1.8906	2.1685	2.1095	2.0630	2.0278	2.1353	1.9240	2.0072	2.0490	1.8599	2.0868	1.8759	2.1285	1.9623	2.1461	2.1087	1.9472	2.1311	2.2149	2.1312	2.1730	2.1615	1.8479	2.0870	1.9887	2.0986	1.9975	1.9504	2.0986	2.1939	2.1635	1.8810	2.1620	2.0727	2.0768	1.9726	2.1483	1.9163	2.0078	2.0388	1.8767	2.0647	1.9286	2.0963	2.0059	2.1379	2.1352	1.8820	2.1336	2.2254	2.1135	2.1842	2.1484	1.7891	2.1005	0.0000	
Sub1082	2.0017	2.0877	1.9412	1.8871	2.0503	2.1627	2.1261	1.9210	2.1138	2.0981	2.0380	1.9532	2.1092	1.9126	1.9674	2.0642	1.9218	2.0070	1.9100	2.0459	1.9979	2.1047	2.0722	1.9580	2.1149	2.1822	2.0799	2.1506	2.1253	1.8077	2.0732	1.8835	2.0186	1.9550	1.8958	2.0841	2.1918	2.1162	1.8790	2.1119	2.1014	2.0802	2.0264	2.1634	1.8727	1.9910	2.0476	1.9711	2.0159	1.9369	2.0027	1.9697	2.1010	2.0839	1.9407	2.1089	2.2293	2.1023	2.1629	2.1405	1.7297	2.0800	0.0000	
Sub1083	2.0217	2.0859	1.9657	1.8146	2.0505	2.1414	2.1283	1.9350	2.1385	2.1032	2.0596	1.9903	2.1349	1.8355	2.0156	2.0127	1.9055	2.0405	1.8807	2.0775	1.9532	2.1096	2.0947	1.9781	2.1527	2.2021	2.0458	2.1006	2.1392	1.7486	2.0536	1.8926	2.0941	1.9824	1.9156	2.0568	2.1802	2.1553	1.9470	2.1162	2.1287	2.0590	1.9596	2.1716	1.8647	1.9764	2.0860	1.9824	2.0635	1.9517	2.0762	2.0307	2.1236	2.1094	1.9210	2.1654	2.2183	2.0885	2.1409	2.1715	1.7625	2.0772	0.0000	
Sub1084	1.9596	2.0514	2.0224	1.9123	2.1104	2.1939	2.1665	1.9206	2.1795	2.0557	2.0595	1.9565	2.1727	1.8839	2.0086	2.0321	1.9326	2.0247	1.7768	2.0291	1.9401	2.0991	2.1198	1.9878	2.0839	2.1941	2.0874	2.1646	2.1200	1.7654	2.0341	1.9632	2.0712	2.0044	1.9208	2.1405	2.1891	2.1473	1.8967	2.1764	2.0777	2.0548	2.0101	2.1661	1.8710	2.0103	2.0274	1.9260	2.0004	1.8733	2.0126	1.9903	2.0920	2.1312	1.8921	2.1323	2.2028	2.0931	2.1781	2.1477	1.7108	2.0534	0.0000	
Sub1085	1.9682	2.0492	1.9556	1.8082	2.0896	2.1241	2.1238	1.8652	2.1156	2.0818	2.0786	1.9809	2.0826	1.8080	1.9768	2.0151	1.9284	2.0334	1.8913	2.0620	1.9935	2.1023	2.0743	1.9257	2.1042	2.1982	2.0783	2.1209	2.1422	1.8156	2.0520	1.9037	2.0467	1.9479	1.8828	2.1118	2.2043	2.1349	1.8752	2.1673	2.0774	2.0831	2.0093	2.1508	1.8295	1.9806	2.0468	1.9245	2.0893	1.9273	2.0488	1.9964	2.0996	2.1138	1.8943	2.1027	2.2046	2.1034	2.1610	2.1439	1.7526	2.0633	0.0000	
Sub1086	2.0081	2.0881	1.9833	1.8261	2.1484	2.1270	2.1295	1.8283	2.1582	2.1026	2.0631	2.0231	2.1399	1.9419	1.9925	2.0451	1.9305	2.0517	1.7410	2.0823	1.9565	2.1115	2.0876	1.9613	2.1354	2.2257	2.0520	2.1790	2.1247	1.7582	2.1008	1.9493	2.1197	1.9921	1.8926	2.1121	2.2176	2.1203	1.8887	2.1283	2.0985	2.0801	2.0360	2.1685	1.9637	1.9945	2.0343	1.9845	2.0160	1.8105	2.0672	1.9981	2.1209	2.1188	1.9018	2.1217	2.2377	2.1054	2.1805	2.1526	1.7226	2.1153	0.0000	
Sub1087	2.0760	2.0982	1.9604	1.9482	2.0998	2.1864	2.2046	1.9063	2.1401	2.1027	2.0903	2.0499	2.1594	1.9478	2.0472	2.0609	1.9333	2.0321	1.8468	2.0410	1.9848	2.1195	2.1166	2.0074	2.1118	2.2186	2.0769	2.1798	2.1358	1.7913	2.0864	1.9863	2.1181	1.9442	1.9823	2.1396	2.2229	2.1514	1.9227	2.1368	2.1082	2.0604	2.0223	2.1671	1.9433	2.0294	2.0829	1.9956	2.0446	1.9360	2.0326	2.0262	2.1539	2.1088	1.9770	2.1258	2.2396	2.0635	2.1727	2.1444	1.6796	2.0764	0.0000	
Sub1088	2.0033	2.0711	1.9151	1.9247	2.0785	2.1695	2.1172	1.9250	2.1085	2.0511	2.0226	1.9975	2.1078	1.8779	1.9509	2.0395	1.8689	1.9623	1.7948	1.9632	1.9515	2.0468	2.0777	1.9105	2.0750	2.1769	2.0395	2.1500	2.1495	1.7639	2.0791	1.8899	2.0235	1.8694	1.9184	2.0535	2.2002	2.1333	1.8952	2.0947	2.0549	2.0021	1.9564	2.1176	1.8583	1.9556	2.0166	1.9397	1.9632	1.8337	1.9917	1.9644	2.0571	2.0768	1.7670	2.1113	2.2106	2.0099	2.1685	2.1321	1.7127	2.0789	0.0000	
Sub1089	1.9513	2.0938	1.9681	1.8790	2.1021	2.1957	2.1294	1.8515	2.1321	2.0701	2.0497	1.9936	2.0666	1.8970	1.9942	2.0511	1.9218	1.9883	1.8899	2.0299	1.9722	2.0869	2.0972	1.9186	2.1475	2.2187	2.0991	2.1584	2.1541	1.7574	2.0773	1.8720	2.0708	1.9460	1.9043	2.0841	2.1578	2.1112	1.8520	2.1285	2.0968	2.0640	2.0079	2.1223	1.9150	1.9576	2.0229	1.9298	2.0352	1.8685	2.0181	1.9630	2.1126	2.1202	1.8248	2.1591	2.2311	2.0835	2.1813	2.1359	1.7052	2.0714	0.0000	
Sub1090	1.9969	2.1579	1.9779	1.8992	2.1277	2.1986	2.1656	1.9333	2.1425	2.1032	2.1006	2.0030	2.1481	1.9637	2.0434	2.0342	1.9010	2.0065	1.8812	2.0621	1.9862	2.1324	2.1011	1.9893	2.1467	2.2426	2.1204	2.1585	2.1612	1.8131	2.0959	1.9057	2.1237	2.0192	1.9038	2.0745	2.2197	2.1504	1.9432	2.1408	2.1140	2.0472	2.0216	2.1634	1.9459	1.9849	2.0287	1.9342	2.0650	1.9096	2.0749	1.9885	2.1631	2.1170	1.9799	2.1568	2.2381	2.1351	2.1855	2.1554	1.7325	2.1023	0.0000	
Sub1091	2.0173	2.0892	1.9355	1.8112	2.0773	2.1363	2.1716	1.9328	2.0994	2.1036	2.0381	1.9911	2.1325	1.9252	1.9680	2.0174	1.9615	2.0421	1.8717	2.0712	1.9883	2.1002	2.0858	1.9981	2.1431	2.2108	2.0853	2.1390	2.1478	1.7716	2.1086	2.0035	2.0595	1.9050	1.8062	2.0829	2.1832	2.0931	1.8838	2.1448	2.1030	2.0163	2.0451	2.1354	1.8496	1.9625	2.0312	1.9337	2.0525	1.8424	2.0349	1.9926	2.0959	2.1122	1.9410	2.1201	2.2275	2.0767	2.1512	2.1592	1.7284	2.0999	0.0000	
Sub1092	2.0207	2.1261	1.9984	1.8778	2.1019	2.1860	2.1265	1.9176	2.1812	2.1130	2.1100	2.0381	2.1832	1.9508	2.0495	2.0791	1.9421	2.0950	1.9550	2.0992	1.9854	2.1463	2.1170	1.9900	2.1708	2.2451	2.1041	2.1967	2.1568	1.8645	2.1147	2.0223	2.1401	1.9792	1.6457	2.1212	2.2064	2.1227	1.8807	2.1838	2.1223	2.1151	2.0309	2.1564	1.8786	2.0599	2.0719	1.9713	2.0577	1.9569	2.0604	2.0221	2.1292	2.1147	1.9454	2.1785	2.2587	2.0916	2.1620	2.1584	1.7930	2.0605	0.0000	
Sub1093	1.9885	2.0819	2.0175	1.9236	2.1002	2.2115	2.1724	1.9669	2.1735	2.1160	2.0720	2.0325	2.1566	1.9215	1.9952	2.0231	1.9613	2.0087	1.8644	2.0980	2.0279	2.1232	2.1372	2.0228	2.1498	2.2517	2.0845	2.1897	2.1839	1.8994	2.1130	1.9910	2.0967	2.0062	1.9471	2.1343	2.2341	2.1838	1.9306	2.1690	2.0951	2.0415	2.0225	2.1898	1.8553	1.9990	2.0414	1.9663	2.0363	1.8567	2.0661	2.0173	2.1264	2.1511	1.9454	2.1585	2.2608	2.1153	2.2016	2.1799	1.7610	2.0963	0.0000	
Sub1094	2.0059	2.1089	1.9942	1.9349	2.1518	2.1835	2.1540	1.9487	2.1550	2.1076	2.0791	1.9804	2.1626	1.9766	2.0277	2.0850	1.9887	2.0405	1.9321	2.0758	1.9913	2.1265	2.1224	1.9737	2.0983	2.2062	2.0849	2.1812	2.1924	1.8460	2.1085	1.9694	2.0867	1.9571	1.9691	2.1115	2.2047	2.1667	1.9625	2.1722	2.1055	2.0806	1.9867	2.1786	1.9460	2.0153	2.1018	1.9492	2.0617	1.9329	2.0628	1.9984	2.1195	2.1166	1.9553	2.1136	2.2168	2.0751	2.1719	2.1524	1.7453	2.1111	0.0000	
Sub1095	1.9879	2.0891	1.9693	1.8060	2.0471	2.1682	2.1040	1.8888	2.1458	2.0983	2.0774	1.9749	2.1242	1.8500	2.0158	2.0144	1.9217	1.9973	1.9214	2.0662	1.9559	2.1303	2.0967	1.9769	2.1069	2.2155	2.1094	2.1513	2.1699	1.8528	2.0597	1.9592	2.0574	1.9762	1.7903	2.0854	2.1688	2.1136	1.8382	2.1626	2.0995	2.0888	1.9860	2.1405	1.8637	1.9973	1.9996	1.9616	2.0065	1.9322	2.0610	1.9594	2.1199	2.0949	1.8900	2.1230	2.2217	2.0721	2.1543	2.1516	1.7612	2.0474	0.0000	
Sub1096	1.9751	2.1208	1.9991	1.8554	2.1431	2.1797	2.1770	1.9461	2.1630	2.1105	2.1157	2.0045	2.1727	1.8908	2.0681	2.0095	1.9557	1.9814	1.8240	2.1146	1.9882	2.1150	2.1440	1.9972	2.1419	2.2693	2.1370	2.1800	2.1212	1.7708	2.0929	1.8018	2.1260	1.9582	1.9604	2.1358	2.2371	2.1798	1.8942	2.1841	2.1150	2.0863	2.0329	2.2095	1.9107	1.9984	2.0359	1.8845	2.0588	1.8976	2.1106	1.8707	2.1239	2.1409	1.8664	2.1769	2.2715	2.1307	2.1834	2.1550	1.7180	2.0875	0.0000	
Sub1097	1.9994	2.0973	1.9608	1.9506	2.1157	2.1835	2.1448	1.9832	2.1413	2.0907	2.0856	1.9832	2.1505	1.9189	1.9837	2.0556	1.9988	2.0172	1.8604	2.0585	1.9815	2.1170	2.1019	1.9264	2.1171	2.2084	2.0542	2.1653	2.1646	1.8136	2.0731	1.9028	2.0857	1.9580	1.9787	2.1089	2.2063	2.1183	1.9251	2.1227	2.0921	2.0607	1.9686	2.1505	1.8831	1.9994	2.0489	1.9770	2.0495	1.8121	2.0383	1.9823	2.1044	2.1044	1.8607	2.1497	2.1928	2.0603	2.1785	2.1292	1.7298	2.0866	0.0000	
Sub1098	1.9675	2.0977	1.8822	1.9170	2.0453	2.1846	2.1116	1.8472	2.1107	2.0824	2.0276	1.9839	2.1390	1.8496	1.9958	2.0473	1.9718	2.0391	1.8268	2.0609	1.9756	2.1369	2.0644	1.9073	2.1224	2.2129	2.0723	2.1533	2.1602	1.7823	2.0591	1.8208	2.0439	1.8902	1.8949	2.0890	2.2086	2.1483	1.7994	2.1352	2.0826	2.0591	1.9608	2.1342	1.8714	2.0165	2.0625	1.9747	2.0004	1.8704	2.0589	1.9482	2.1345	2.0819	1.7642	2.1217	2.2226	2.0495	2.1587	2.1596	1.7237	2.0545	0.0000	
Sub1099	1.9989	2.1169	2.0238	1.9108	2.1717	2.1866	2.1386	1.9896	2.1051	2.0905	2.1207	2.0010	2.1551	1.9375	2.0093	2.0108	1.9112	1.9799	1.9704	2.0097	1.9963	2.1268	2.1356	1.9663	2.1320	2.2090	2.1332	2.1712	2.1036	1.7077	2.0650	1.9649	2.0642	1.9738	1.9399	2.1077	2.2105	2.1354	1.9203	2.1532	2.0934	2.1228	1.9891	2.1685	1.9465	2.0321	2.0379	1.9161	2.0229	1.9910	1.9580	1.9814	2.0816	2.1487	1.9582	2.1307	2.2216	2.1545	2.1498	2.1051	1.6463	2.0764	0.0000	
Sub1100	1.9786	2.0477	1.9640	1.9256	2.1091	2.1896	2.1586	1.8969	2.1676	2.0970	2.1134	1.9498	2.1541	1.8846	1.9711	2.0280	1.9022	2.0148	1.8655	2.0830	2.0014	2.0732	2.1334	1.9798	2.1195	2.1872	2.1330	2.1590	2.1063	1.7609	2.0625	1.9477	2.0434	1.9429	1.9351	2.1346	2.1689	2.1804	1.8659	2.1653	2.1029	2.0734	1.9930	2.1663	1.8513	1.9859	2.0225	1.9379	2.0226	1.9018	2.0389	1.9534	2.0307	2.1176	1.9341	2.1086	2.1954	2.0972	2.1571	2.1137	1.7012	2.0567	0.0000	
Sub1101	2.0086	2.1123	1.9955	1.8865	2.0973	2.1563	2.1670	1.8883	2.1520	2.1143	2.0996	1.9949	2.1509	1.9044	1.9823	2.0618	1.9307	2.0564	1.8870	2.0876	2.0198	2.1203	2.0977	1.9587	2.1270	2.2165	2.0730	2.1973	2.1628	1.7913	2.0718	1.9566	2.1135	1.9578	1.8614	2.1040	2.2107	2.1570	1.8884	2.1401	2.1180	2.0829	2.0351	2.1808	1.8944	1.9602	2.0533	1.9857	1.9832	1.9361	2.0698	2.0179	2.1061	2.1128	1.9448	2.1498	2.2320	2.0627	2.1657	2.1667	1.7688	2.0797	0.0000	
Sub1102	1.9986	2.1083	1.9808	1.9966	2.1373	2.2242	2.1738	1.9074	2.1656	2.1287	2.0897	2.0427	2.1548	1.9556	2.0244	2.0775	1.8923	2.0909	1.7845	2.0746	2.0399	2.1434	2.1619	2.0313	2.1585	2.2563	2.1464	2.2122	2.2153	1.8420	2.1087	2.0271	2.0998	1.9772	2.0049	2.1340	2.2515	2.1717	1.8939	2.1736	2.1449	2.1050	2.0307	2.2327	1.9639	2.0251	2.0955	2.0074	2.0767	1.8439	2.0576	2.0607	2.1177	2.1743	1.9524	2.1540	2.2336	2.1571	2.2054	2.1799	1.7646	2.1200	0.0000	
Sub1103	1.9641	2.0619	1.9965	1.9331	2.0710	2.1881	2.1321	1.9321	2.1535	2.0978	2.0508	1.9340	2.1557	1.9552	2.0264	2.0506	1.9608	2.0239	1.7854	2.0656	1.9798	2.1191	2.1315	1.9348	2.1166	2.1942	2.1262	2.1751	2.1641	1.8562	2.0731	1.9604	2.0478	1.9466	1.9307	2.0910	2.2042	2.1358	1.9285	2.1558	2.0965	2.0624	2.0026	2.1483	1.9128	1.9879	2.0129	1.9594	2.0409	1.8290	2.0967	1.9987	2.1457	2.1043	1.9279	2.1058	2.2026	2.1356	2.1805	2.1683	1.7948	2.0752	0.0000	
Sub1104	1.9321	2.0455	1.9276	1.8641	2.0898	2.1785	2.1061	1.8668	2.1131	2.0851	2.0054	1.9591	2.1253	1.8667	1.9597	2.0163	1.9400	2.0322	1.8041	2.0473	1.9839	2.0935	2.0922	1.8912	2.0965	2.1828	2.0579	2.1495	2.1605	1.7946	2.0670	1.8163	2.0881	1.9346	1.8780	2.1222	2.2071	2.1333	1.8995	2.1417	2.0867	2.0437	1.9948	2.1402	1.8719	1.9865	1.9964	1.9666	2.0422	1.8778	2.0085	1.9410	2.0767	2.0885	1.8206	2.1152	2.1834	2.0715	2.1733	2.1234	1.6689	2.0683	0.0000	
Sub1105	1.9786	2.0643	1.9183	1.9222	2.1103	2.1691	2.1561	1.9185	2.1207	2.0818	2.0450	1.9962	2.1659	1.9626	1.9409	2.0351	1.9418	2.0296	1.8453	2.0048	1.9640	2.0617	2.0770	1.9403	2.0897	2.1857	2.0191	2.1662	2.1340	1.7429	2.1202	1.9462	2.0462	1.9106	1.8601	2.0892	2.1978	2.1418	1.9110	2.1319	2.0844	2.0451	1.9752	2.1602	1.9439	1.9301	2.0091	1.8845	1.9750	1.8258	2.0276	1.9839	2.0474	2.0780	1.8720	2.0988	2.2052	2.0124	2.1990	2.1461	1.6918	2.0972	0.0000	
Sub1106	2.0051	2.1111	1.9769	1.8567	2.1198	2.2073	2.1743	1.8886	2.1615	2.1016	2.0979	2.0337	2.1574	1.8874	2.0191	2.0702	1.9772	2.0798	1.9267	2.0676	2.0074	2.1327	2.1068	1.9938	2.1333	2.2173	2.1184	2.1943	2.1926	1.8380	2.0947	1.9733	2.0851	2.0031	1.9000	2.1083	2.2273	2.1720	1.9106	2.1544	2.1162	2.0940	2.0235	2.1770	1.9178	2.0246	2.0652	1.9743	2.0716	1.9524	2.0735	1.9952	2.1299	2.1346	1.9217	2.1428	2.2390	2.1058	2.1997	2.1692	1.7838	2.1069	0.0000	
Sub1107	2.0258	2.1285	1.9471	1.8667	2.1062	2.1750	2.1492	1.8773	2.1621	2.1086	2.0957	2.0313	2.1290	1.8764	2.0173	2.0170	1.9476	2.0330	1.8393	2.1187	2.0120	2.1551	2.0966	2.0206	2.1571	2.2214	2.1078	2.1664	2.1617	1.8559	2.0795	1.9397	2.0569	1.9584	1.8332	2.1058	2.2017	2.1407	1.8435	2.1803	2.0968	2.1228	2.0167	2.1064	1.8742	2.0166	2.0499	1.9854	2.0168	1.8828	2.1098	2.0213	2.1336	2.0668	1.9703	2.1198	2.2365	2.1168	2.1680	2.1760	1.7555	2.0766	0.0000	
Sub1108	2.0100	2.1169	2.0484	1.7763	2.1143	2.2059	2.1456	1.9464	2.1804	2.1038	2.1181	2.0117	2.1533	1.9102	2.0099	2.0997	1.9912	2.0904	1.9692	2.1447	2.0206	2.1744	2.1170	1.9259	2.1419	2.2286	2.0953	2.1738	2.1907	1.8900	2.0567	1.8543	2.1190	2.0441	1.7483	2.1416	2.2419	2.1402	1.9187	2.1796	2.1234	2.1129	1.9832	2.1657	1.8950	2.0378	2.0915	2.0036	2.0771	1.9439	2.0921	2.0303	2.1522	2.1495	1.8956	2.1125	2.2528	2.1161	2.1619	2.1711	1.7455	2.0703	0.0000	
Sub1109	2.0175	2.1086	1.9800	1.8697	2.1026	2.1656	2.1622	1.9660	2.1780	2.0975	2.0985	1.9781	2.1639	1.8810	1.9768	2.0675	1.9729	2.0401	1.8460	2.0537	1.9906	2.1356	2.0872	2.0046	2.1511	2.2224	2.0971	2.1884	2.1899	1.8099	2.1154	1.9456	2.1084	2.0238	1.8874	2.0735	2.1931	2.1148	1.9346	2.1423	2.1116	2.0656	2.0193	2.1483	1.9339	1.9517	2.0584	1.9928	2.0120	1.8424	2.0330	2.0062	2.1288	2.1022	1.9479	2.1561	2.2284	2.0735	2.1868	2.1416	1.7464	2.1434	0.0000	
Sub1110	2.0349	2.1149	2.0060	1.8292	2.1361	2.2190	2.1603	1.9564	2.1824	2.1178	2.1083	2.0341	2.1592	1.9274	2.0302	2.0925	1.9963	2.0494	1.8195	2.1047	1.9971	2.1296	2.1423	1.9811	2.1600	2.2297	2.1029	2.1673	2.1710	1.8394	2.0996	1.9544	2.1330	1.9980	1.9962	2.1035	2.2449	2.1883	1.9772	2.2037	2.1178	2.0707	1.9845	2.2006	1.9246	2.0152	2.1042	1.9681	2.0227	1.8954	2.1166	1.9792	2.1402	2.1669	1.8931	2.1805	2.2388	2.1433	2.1995	2.1639	1.7120	2.1088	0.0000	
Sub1111	1.9426	2.1210	1.9744	1.9177	2.0580	2.1780	2.1049	1.9441	2.1235	2.1029	2.0662	2.0130	2.1318	1.8609	2.0131	2.0134	1.9279	2.0512	1.9286	2.0219	1.9613	2.0935	2.0549	1.9346	2.1206	2.2257	2.0910	2.1502	2.1444	1.7728	2.0752	1.9330	2.0752	1.9750	1.9021	2.0179	2.1932	2.1301	1.8657	2.1617	2.1041	2.0780	2.0100	2.1438	1.8614	1.9876	2.0144	1.9687	2.0201	1.9404	2.0130	1.9647	2.0888	2.1227	1.8498	2.1184	2.2398	2.0972	2.1275	2.1262	1.6542	2.0834	0.0000	
Sub1112	1.9745	2.1198	1.9741	1.7603	2.0627	2.1466	2.0494	1.8680	2.1275	2.0909	2.0826	1.9641	2.0492	1.7336	2.0171	2.0676	1.9562	2.0391	1.8136	2.0669	1.9499	2.1129	2.1190	1.9455	2.1308	2.2178	2.1263	2.1122	2.1647	1.7964	2.0146	1.9177	2.0982	1.9188	1.8811	2.0687	2.1370	2.0482	1.8415	2.1111	2.0860	2.0505	1.9541	2.0954	1.7965	2.0135	2.0596	1.9513	2.0009	1.8442	2.0751	1.9679	2.1259	2.0958	1.9002	2.1526	2.2213	2.1009	2.1282	2.1203	1.7394	2.0496	0.0000	
Sub1113	1.9907	2.0913	1.9494	1.8418	2.1110	2.1432	2.1148	1.8997	2.1347	2.0751	2.0890	1.9806	2.1385	1.8627	1.9347	2.0226	1.8973	2.0340	1.8258	2.0527	1.9654	2.1216	2.0685	1.9841	2.1241	2.1776	1.9951	2.1705	2.1186	1.8186	2.0726	1.9172	2.0529	1.9561	1.7418	2.0512	2.1640	2.1388	1.8418	2.1303	2.0876	2.0786	1.9966	2.1470	1.8774	1.9584	2.0274	1.9070	2.0077	1.8776	2.0234	1.9804	2.0899	2.0774	1.9564	2.1225	2.2046	1.9887	2.1172	2.1436	1.6330	2.0723	0.0000	
Sub1114	1.9726	2.0467	1.9693	1.8807	2.0770	2.1563	2.1159	1.8642	2.1644	2.1030	2.0698	1.9629	2.0984	1.9106	2.0073	2.0156	1.9366	1.9489	1.8822	2.0469	1.9781	2.0832	2.1016	1.9800	2.1120	2.1834	2.0601	2.1210	2.1109	1.7851	2.0479	1.9025	2.0654	1.9436	1.8014	2.0204	2.1283	2.0685	1.8466	2.1429	2.0954	2.0921	1.9657	2.0628	1.9083	2.0040	2.0099	1.9273	1.9903	1.8693	2.0382	1.9491	2.0875	2.1018	1.9264	2.1022	2.1728	2.0809	2.0824	2.0973	1.6579	2.0405	0.0000	
Sub1115	2.0364	2.1129	2.0364	1.9861	2.1125	2.1916	2.1555	1.9743	2.1834	2.0972	2.1155	1.9900	2.1542	1.9641	1.9921	2.0041	1.9139	2.0134	1.9444	2.0959	2.0091	2.1289	2.1256	2.0113	2.1362	2.2147	2.0898	2.2000	2.1918	1.8315	2.0666	1.9709	2.1350	2.0041	1.9559	2.1085	2.2344	2.1540	1.9088	2.2174	2.1060	2.1187	2.0313	2.1684	1.9284	2.0149	2.0299	1.9348	2.0097	1.9672	2.0850	1.9981	2.1190	2.1464	1.9572	2.1545	2.2248	2.1179	2.1701	2.1380	1.7299	2.0847	0.0000	
Sub1116	2.0501	2.1114	1.9790	1.9046	2.1012	2.2324	2.1777	1.9292	2.1768	2.1197	2.0951	2.0352	2.1467	1.9564	2.0314	2.0991	1.9568	2.0726	1.8929	2.0776	2.0363	2.1532	2.1509	2.0259	2.1305	2.2165	2.1297	2.1930	2.1942	1.8830	2.0997	1.8498	2.1274	1.9937	1.9560	2.1076	2.2331	2.1576	1.9431	2.1766	2.1318	2.1310	2.0138	2.1615	1.9354	2.0172	2.0656	1.9693	2.1021	1.8989	2.0881	1.9742	2.1709	2.1589	1.9554	2.1453	2.2395	2.1197	2.1893	2.1984	1.7938	2.1122	0.0000	
