subID.calcFD	label1002	label1003	label1005	label1006	label1007	label1008	label1009	label1010	label1011	label1012	label1013	label1014	label1015	label1016	label1017	label1018	label1019	label1020	label1021	label1022	label1023	label1024	label1025	label1026	label1027	label1028	label1029	label1030	label1031	label1034	label1035	label2002	label2003	label2005	label2006	label2007	label2008	label2009	label2010	label2011	label2012	label2013	label2014	label2015	label2016	label2017	label2018	label2019	label2020	label2021	label2022	label2023	label2024	label2025	label2026	label2027	label2028	label2029	label2030	label2031	label2034	label2035	
Sub1033	1.9938	2.0814	1.9430	1.8509	2.0442	2.0935	2.1053	1.9172	2.0948	2.0907	2.0689	1.9541	2.0509	1.8917	2.0011	2.0258	1.9224	2.0466	1.8461	2.0762	1.9914	2.1207	2.0389	1.9525	2.1213	2.1633	1.9801	2.1385	2.1267	1.8461	2.0621	1.9672	2.0853	1.9570	1.9022	2.1000	2.1458	2.1449	1.8924	2.1449	2.0689	2.0920	1.9697	2.1289	1.8891	1.9757	2.0292	1.9079	1.9879	1.8771	2.0449	1.9907	2.1141	2.0782	1.9166	2.1231	2.1912	2.0416	2.1346	2.0842	1.7158	2.0647	0.0000	
Sub1034	2.0007	2.1272	1.9688	1.7718	2.0821	2.1738	2.0959	1.9706	2.1357	2.0864	2.0496	1.9524	2.1489	1.8670	1.9785	2.0416	1.9380	2.0138	1.9192	2.0507	2.0073	2.1209	2.1097	1.9854	2.1339	2.2013	2.0825	2.1343	2.1821	1.8039	2.0911	1.9835	2.0941	1.9594	1.9606	2.0592	2.1728	2.1297	1.9214	2.1378	2.0754	2.0640	1.9947	2.1521	1.9140	2.0214	2.0517	1.9371	2.0433	1.9277	2.0312	2.0343	2.1091	2.1357	1.9471	2.1317	2.2053	2.0703	2.1591	2.1377	1.7265	2.0951	0.0000	
Sub1035	1.9322	2.0421	1.9731	1.8658	2.1115	2.1516	2.1315	1.9107	2.1640	2.0998	2.0942	1.9752	2.1222	1.9527	1.9439	2.0168	1.8975	2.0645	1.9600	2.0355	1.9535	2.1114	2.0516	1.9359	2.0893	2.1575	2.0959	2.1599	2.1003	1.8441	2.1032	1.9647	2.0378	1.9485	1.9013	1.9882	2.1547	2.0986	1.8901	2.0912	2.0943	2.0654	2.0267	2.1024	1.9989	1.9576	2.0214	1.9507	1.9992	1.9764	2.0224	1.9557	2.0902	2.0508	1.9059	2.0952	2.1789	2.0430	2.1446	2.0862	1.7596	2.1066	0.0000	
Sub1036	2.0313	2.1210	2.0307	1.9740	2.1864	2.2358	2.2043	1.9224	2.2149	2.1387	2.1018	2.0304	2.1961	1.9489	1.9965	2.1100	1.9904	2.1105	1.9070	2.0650	1.9783	2.1287	2.1510	2.0187	2.1504	2.2175	2.1182	2.1924	2.1932	1.8370	2.1141	1.9894	2.0713	1.9828	2.0052	2.1391	2.2515	2.1585	1.9521	2.1914	2.1532	2.0986	2.0610	2.1779	1.9480	1.9947	2.1016	2.0273	2.1261	1.9519	2.0569	2.0464	2.1429	2.1307	1.9946	2.1669	2.2501	2.1122	2.1632	2.1702	1.8137	2.1287	0.0000	
Sub1037	1.9601	2.0825	1.9651	1.9289	2.1123	2.1627	2.1415	1.9249	2.1454	2.0782	2.0869	1.9638	2.1569	1.9219	1.9888	1.9950	1.8978	1.9747	1.8415	2.0142	1.9596	2.0884	2.1143	1.9094	2.0934	2.1765	2.0756	2.1756	2.1024	1.7546	2.0716	1.7749	2.0683	1.9676	1.9368	2.0838	2.1988	2.1415	1.9310	2.1580	2.0793	2.0984	2.0068	2.1415	1.9090	1.9681	1.9638	1.9021	2.0077	1.9337	2.0386	1.9233	2.1000	2.0936	1.8062	2.1157	2.2118	2.0955	2.1742	2.1555	1.7470	2.0571	0.0000	
Sub1038	2.0430	2.1058	1.9743	1.8169	2.1386	2.1625	2.1716	1.9062	2.1233	2.1039	2.0437	2.0177	2.1307	1.8775	1.9781	2.0051	1.9062	1.9823	1.8249	2.0175	1.9827	2.1109	2.0959	2.0086	2.1231	2.1884	2.0835	2.1657	2.1700	1.8178	2.0969	2.0016	2.1298	1.9391	1.8961	2.1416	2.1789	2.1561	1.8492	2.1406	2.1164	2.0473	1.9899	2.1588	1.8722	1.9945	2.0541	1.9285	2.0091	1.8458	1.9946	1.9597	2.1046	2.0887	1.8882	2.1326	2.2074	2.0674	2.1764	2.1514	1.7288	2.0810	0.0000	
Sub1039	2.0277	2.0891	2.0624	1.9709	2.1361	2.1950	2.1581	1.9537	2.1578	2.1132	2.1233	2.0002	2.2030	1.9525	1.9640	2.0111	1.9706	2.0070	1.9136	2.0183	2.0070	2.0529	2.1327	1.9960	2.1396	2.2077	2.0881	2.1875	2.1619	1.7707	2.0876	1.9236	2.0654	1.9713	1.9797	2.1233	2.2561	2.1661	1.9521	2.1905	2.0882	2.0888	2.0446	2.2193	1.9175	1.9518	2.0396	1.9234	2.0473	1.9769	1.9984	1.9963	2.0730	2.1249	1.9491	2.1495	2.2216	2.1142	2.2122	2.1705	1.6506	2.0830	0.0000	
Sub1040	2.0056	2.1187	1.9349	1.9664	2.1537	2.1846	2.1557	1.9509	2.1488	2.1282	2.1023	2.0281	2.1534	1.9229	2.0120	2.0621	1.9520	2.0187	1.8432	2.0682	2.0380	2.1131	2.0966	1.9594	2.1497	2.2035	2.0405	2.1919	2.1297	1.8382	2.1094	2.0066	2.1187	1.9577	1.9808	2.1112	2.2301	2.1626	1.9034	2.1329	2.1242	2.0955	2.0423	2.1909	1.9245	2.0031	2.0612	1.9907	1.9942	1.8438	2.0343	1.9999	2.1152	2.1122	1.9575	2.1576	2.2306	2.0638	2.1743	2.1394	1.7811	2.0981	0.0000	
Sub1041	2.0299	2.1233	2.0152	1.8341	2.0983	2.1837	2.0953	1.8993	2.1338	2.0901	2.1052	2.0127	2.1294	1.8246	2.0009	2.0584	1.9447	1.9896	1.8866	2.0650	1.9856	2.1181	2.0771	2.0035	2.1581	2.2156	2.0358	2.1521	2.1189	1.7567	2.0634	1.8065	2.0765	1.9237	1.6906	2.0342	2.1592	2.0786	1.8506	2.1251	2.0722	2.0506	1.9884	2.0845	1.7839	2.0142	2.0406	1.9648	1.9950	1.8847	2.0348	1.9145	2.1122	2.0412	1.8916	2.1779	2.2340	1.9844	2.0825	2.0670	1.6621	2.0120	0.0000	
Sub1042	1.9945	2.0929	1.9328	1.7902	2.1090	2.1812	2.1333	1.8787	2.1251	2.0966	2.0747	2.0086	2.1723	1.8310	1.9913	2.0886	1.9533	1.9791	1.7989	2.0347	1.9619	2.0900	2.1200	2.0003	2.1311	2.2070	2.1005	2.1534	2.1694	1.8311	2.0444	1.8902	2.0994	1.9223	1.7487	2.1144	2.2071	2.1197	1.8212	2.1336	2.1152	2.0817	2.0004	2.1461	1.7881	1.9979	2.0433	1.9272	1.9915	1.8442	2.0314	1.9891	2.1081	2.1311	1.9040	2.1698	2.2339	2.0764	2.1632	2.1735	1.7126	2.0637	0.0000	
Sub1043	1.9727	2.0904	2.0062	1.8600	2.1155	2.1554	2.0954	1.8744	2.1330	2.0927	2.0368	1.9890	2.1435	1.8997	1.9915	2.0122	1.9324	2.0199	1.8721	2.0464	1.9566	2.1225	2.0719	1.9645	2.1162	2.1999	2.0877	2.1583	2.1600	1.7930	2.0554	1.9036	2.0846	1.9257	1.7888	2.0803	2.1956	2.1008	1.8978	2.1562	2.0812	2.0596	1.9952	2.1339	1.8741	1.9975	2.0241	1.9252	1.9959	1.8796	2.0182	1.9610	2.1043	2.0692	1.8835	2.0982	2.2142	2.0860	2.1542	2.1185	1.7445	2.0695	0.0000	
Sub1044	2.0142	2.0893	1.9800	1.8986	2.1225	2.1798	2.1507	1.9391	2.1734	2.1099	2.0732	2.0210	2.1476	1.8795	2.0324	2.0402	1.9328	2.0591	1.8351	2.0229	2.0833	2.1144	2.1082	2.0146	2.1116	2.2048	2.0707	2.2096	2.1767	1.9057	2.0838	1.9820	2.1028	1.9913	1.9389	2.1291	2.1989	2.1659	1.9104	2.2013	2.1049	2.1092	2.0073	2.1705	1.8923	2.0442	2.0873	1.9534	2.0531	1.8570	2.0094	2.0446	2.1167	2.1367	1.9960	2.1235	2.2101	2.0870	2.1888	2.1437	1.7998	2.0881	0.0000	
Sub1045	1.9888	2.1053	1.9901	1.9645	2.0903	2.1840	2.1605	1.9802	2.1373	2.0817	2.0580	1.9666	2.1506	1.9185	1.9892	2.0508	1.8872	2.0333	1.7508	2.0455	2.0123	2.1113	2.1214	2.0008	2.1245	2.1861	2.0553	2.1613	2.1367	1.8027	2.0760	1.9678	2.0727	1.9565	1.9755	2.1054	2.1872	2.1433	1.9184	2.1472	2.0772	2.0717	1.9513	2.1544	1.8911	1.9539	2.0027	1.9324	2.0071	1.8133	2.0352	2.0200	2.1050	2.1310	1.8856	2.1363	2.2040	2.0775	2.1677	2.1477	1.7687	2.0567	0.0000	
Sub1046	1.9642	2.1024	1.9959	1.9166	2.0916	2.1906	2.1497	1.9284	2.1450	2.1098	2.0612	1.9890	2.1465	1.9452	1.9786	2.0199	1.9712	2.0234	1.8103	2.0787	1.9889	2.1002	2.0903	1.9740	2.1454	2.2111	2.0606	2.2031	2.1554	1.8168	2.1141	1.9652	2.0719	1.9823	1.9103	2.1019	2.2024	2.1528	1.9107	2.1560	2.0938	2.0871	2.0198	2.1410	1.9358	1.9626	2.0329	1.9324	2.0444	1.8801	2.0273	1.9784	2.1017	2.1064	1.9429	2.1240	2.2225	2.0495	2.2109	2.1279	1.7592	2.1213	0.0000	
Sub1047	1.9259	2.0832	1.9371	1.8564	2.0831	2.1644	2.1233	1.9050	2.1359	2.0834	2.0739	1.9599	2.1286	1.9069	1.9999	2.0318	1.8766	2.0297	1.8436	2.0603	1.8729	2.1108	2.0838	1.9112	2.1326	2.2184	2.0834	2.1351	2.1381	1.7761	2.0424	1.8688	2.0700	1.9487	1.8899	2.0931	2.2057	2.1460	1.7903	2.1454	2.1150	2.0745	1.9792	2.1501	1.8975	2.0090	2.0232	1.9241	1.9937	1.8423	2.0733	1.8927	2.1215	2.1033	1.8264	2.1262	2.2203	2.0878	2.1794	2.1290	1.7819	2.0451	0.0000	
Sub1048	2.0087	2.1110	2.0320	1.9381	2.1343	2.1955	2.1320	1.9528	2.1753	2.1154	2.0959	2.0233	2.1401	1.9348	1.9808	2.0481	1.9589	2.0658	1.9468	2.0553	2.0018	2.1316	2.1059	1.9755	2.1574	2.2087	2.1036	2.1908	2.1416	1.8253	2.0724	1.9582	2.0885	2.0185	1.9868	2.0895	2.2206	2.1856	1.9119	2.1858	2.1082	2.0803	2.0035	2.1841	1.8845	2.0027	2.0402	1.9412	2.0355	1.9373	2.0196	1.9679	2.1449	2.1296	1.8390	2.1622	2.2216	2.1033	2.1657	2.1557	1.7723	2.0866	0.0000	
Sub1049	1.9993	2.0957	2.0290	1.9848	2.1212	2.1752	2.0853	1.9282	2.1629	2.1096	2.0789	1.9885	2.1412	1.9388	2.0245	1.9905	1.9026	2.0106	1.8465	2.0836	1.9774	2.1280	2.1162	1.9625	2.1065	2.2198	2.1182	2.1783	2.1605	1.8212	2.0524	1.9647	2.0736	1.9707	1.8946	2.1040	2.1798	2.1404	1.8949	2.1356	2.1091	2.0678	2.0049	2.1517	1.9215	1.9852	2.0045	1.9265	2.0334	1.8256	2.0280	1.9948	2.1210	2.1390	1.8673	2.1345	2.2345	2.1132	2.2005	2.1435	1.7664	2.0482	0.0000	
Sub1050	1.9728	2.0373	1.9825	1.8904	2.0826	2.1653	2.1288	1.9030	2.1445	2.1021	2.0801	1.9960	2.1363	1.8989	1.9505	2.0192	1.9432	2.0526	1.8620	2.0344	1.9598	2.0717	2.0991	1.9506	2.0945	2.2043	2.0480	2.1550	2.1227	1.8090	2.0851	1.9209	2.0272	1.9277	1.8927	2.0831	2.1593	2.1042	1.8889	2.1236	2.0938	2.0923	2.0322	2.1461	1.9150	1.9798	2.0430	1.9908	2.0589	1.9084	2.0252	1.9923	2.0985	2.0749	1.8785	2.1334	2.2375	2.0102	2.1694	2.1111	1.7702	2.1006	0.0000	
Sub1051	1.9768	2.0040	1.9119	1.8210	2.1007	2.1493	2.0756	1.8683	2.1190	2.0981	2.0557	1.9335	2.0966	1.8587	1.9554	1.9860	1.8592	1.9989	1.8018	2.0247	1.9675	2.0952	2.0529	1.9452	2.0600	2.1556	2.0109	2.1474	2.1186	1.7567	2.0926	1.9182	1.9873	1.9354	1.8472	2.0728	2.1280	2.0685	1.8712	2.1411	2.0790	2.0464	2.0015	2.0994	1.9216	1.9136	2.0623	1.9514	2.0150	1.8098	1.9958	1.9900	2.0703	2.0632	1.8817	2.0348	2.1568	2.0288	2.1295	2.1014	1.7115	2.0797	0.0000	
Sub1052	1.9224	2.0864	1.9818	1.8478	2.0219	2.1530	2.1073	1.8983	2.1011	2.0927	2.0956	1.9665	2.1369	1.8977	1.9761	1.9935	1.9026	1.9668	1.8600	2.0521	1.9277	2.1049	2.0828	1.9203	2.1128	2.1916	2.0160	2.1562	2.1203	1.7215	2.0573	1.9135	2.0861	1.9605	1.9919	2.0288	2.1466	2.1206	1.9210	2.1198	2.0868	2.0918	1.9811	2.1257	1.8983	1.9565	2.0538	1.9549	2.0340	1.8867	2.0180	1.9444	2.0680	2.0991	1.8411	2.0896	2.2176	2.0159	2.1576	2.1054	1.7012	2.0721	0.0000	
Sub1053	2.0072	2.0759	1.9337	1.9139	2.1095	2.2050	2.1601	1.9240	2.1510	2.0942	2.0730	2.0071	2.1505	1.8558	1.9871	2.0171	1.9340	1.9731	1.7979	2.0824	1.9676	2.1116	2.1246	1.9641	2.1263	2.1839	2.0837	2.1650	2.1617	1.8598	2.0875	1.9336	2.0671	1.9395	1.9205	2.1003	2.1988	2.1545	1.8844	2.1527	2.1036	2.0743	1.9520	2.1596	1.9354	1.9741	2.0412	1.9697	2.0166	1.8769	2.0286	1.9960	2.0946	2.0938	1.9490	2.1035	2.2064	2.0773	2.2012	2.1425	1.7658	2.0876	0.0000	
Sub1054	1.9960	2.0037	1.9431	1.9702	2.1010	2.1061	2.1313	1.9639	2.1073	2.0702	2.0918	1.9992	2.1441	2.0151	1.9916	2.0337	1.9922	2.0204	1.8444	2.0512	1.9653	2.0698	2.0722	1.9916	2.0458	2.1908	1.9893	2.1605	2.1311	1.7420	2.1030	1.8853	2.0433	1.9500	1.8980	2.0252	2.1439	2.0990	1.9381	2.0970	2.1066	2.1175	1.9941	2.1391	1.9813	1.9692	2.0588	1.9813	2.0360	1.9612	2.0219	1.9891	2.0604	2.0508	1.9288	2.0651	2.1934	2.0010	2.1756	2.1228	1.6966	2.1153	0.0000	
Sub1055	2.0524	2.1146	2.0221	1.7989	2.1585	2.2112	2.2067	1.9249	2.2074	2.1346	2.1045	2.0048	2.1969	1.9129	2.0502	2.0209	1.9306	2.0121	1.8950	2.0697	2.0180	2.1890	2.1531	2.0471	2.1465	2.2143	2.1043	2.1949	2.1632	1.8600	2.1194	2.0108	2.1063	2.0015	1.9614	2.1456	2.2083	2.1891	1.9772	2.2042	2.1559	2.1136	2.0408	2.1874	1.9233	2.0202	2.0391	2.0311	2.0668	1.9874	2.0266	2.0068	2.1577	2.1435	2.0184	2.1613	2.2334	2.1109	2.1907	2.1301	1.7756	2.1355	0.0000	
Sub1056	1.9844	2.1274	1.9013	1.9343	2.1092	2.2165	2.1427	1.8811	2.1631	2.0954	2.0698	1.9876	2.1767	1.9616	2.0420	2.1097	1.9832	2.0747	1.7670	2.0713	1.9484	2.1324	2.0925	2.0023	2.1191	2.2158	2.1327	2.1591	2.1332	1.7901	2.0830	1.9631	2.1512	2.0050	1.8554	2.0559	2.1981	2.1053	1.9495	2.1691	2.1165	2.0850	2.0231	2.1562	1.8440	2.0111	2.0922	1.9649	2.0605	1.8567	2.0334	1.9853	2.1417	2.1087	1.9897	2.1314	2.2217	2.0823	2.1632	2.1142	1.7257	2.0768	0.0000	
Sub1057	2.0015	2.1159	2.0311	1.9311	2.1439	2.2045	2.1782	1.9430	2.1697	2.1219	2.0739	2.0227	2.1569	1.9426	2.0028	2.0527	1.9920	2.0926	1.8251	2.0849	2.0304	2.1597	2.1558	2.0292	2.1447	2.2190	2.1186	2.1950	2.2156	1.8701	2.1100	1.9440	2.1199	1.9743	1.9425	2.1282	2.2003	2.1541	1.9320	2.1524	2.1346	2.0838	2.0435	2.1520	1.9546	2.0015	2.1283	1.9881	2.1125	1.8946	2.0559	2.0332	2.1477	2.1444	1.9552	2.1817	2.2312	2.1085	2.1918	2.1804	1.7996	2.1196	0.0000	
Sub1058	1.9437	2.0526	2.0264	1.9374	2.1439	2.1886	2.1515	1.9092	2.1975	2.0947	2.1116	1.9667	2.1422	1.9623	2.0031	2.0061	1.9534	2.0178	1.8916	2.0569	1.9845	2.1074	2.1301	1.9334	2.0821	2.1852	2.1056	2.1813	2.1634	1.8537	2.0401	1.8992	2.0641	1.9926	1.9890	2.1041	2.1848	2.1471	1.8942	2.1699	2.1113	2.0905	1.9883	2.1713	1.9610	1.9859	2.0449	1.9610	2.0347	1.8860	2.0358	2.0051	2.1044	2.1172	1.8280	2.1201	2.2078	2.0761	2.1788	2.1128	1.7654	2.0607	0.0000	
Sub1059	1.9801	2.1075	1.9805	1.9863	2.1437	2.2293	2.1571	1.9277	2.2052	2.1312	2.1123	1.9910	2.1425	1.8919	2.0301	2.0393	1.9296	2.0239	1.9059	2.0464	2.0009	2.1355	2.1182	1.9830	2.1323	2.2310	2.1650	2.1777	2.1788	1.8031	2.0908	1.9942	2.1122	1.9725	1.9539	2.1238	2.2291	2.1707	1.9557	2.2018	2.1362	2.1115	1.9796	2.1749	1.8956	2.0492	2.0474	1.9709	2.0131	1.9162	2.0606	2.0205	2.1380	2.1401	1.8742	2.1559	2.2277	2.1159	2.1900	2.1757	1.8055	2.0915	0.0000	
Sub1060	2.0217	2.0851	1.9328	1.8157	2.1062	2.1758	2.1568	1.8607	2.1421	2.1139	2.1008	2.0105	2.1449	1.8366	2.0432	2.0239	1.9385	1.9903	1.8718	2.0469	1.9863	2.1103	2.1059	1.9690	2.1430	2.2176	2.0635	2.1774	2.1202	1.7658	2.0723	1.9510	2.0844	1.9583	1.8811	2.0901	2.2073	2.1030	1.8628	2.1603	2.0901	2.0841	1.9962	2.1279	1.8755	2.0408	2.0374	1.8801	2.0315	1.8891	2.0312	2.0042	2.0990	2.1112	1.8947	2.1268	2.2266	2.0736	2.1654	2.1444	1.7139	2.0535	0.0000	
Sub1061	1.9788	2.0772	2.0120	1.9063	2.1192	2.1926	2.1891	1.8928	2.2012	2.0996	2.0671	2.0139	2.1463	1.9219	2.0181	1.9874	1.9478	1.9832	1.8887	2.0670	1.9854	2.1142	2.1397	1.9891	2.1219	2.2054	2.1265	2.1466	2.1460	1.8629	2.1090	1.9499	2.0926	1.9481	1.9733	2.0842	2.1949	2.1556	1.8832	2.2022	2.1090	2.1179	2.0086	2.1811	1.9436	2.0436	2.0109	1.9752	1.9939	1.9226	2.0515	1.9803	2.1197	2.1311	1.9443	2.1292	2.2469	2.1046	2.1756	2.1712	1.6842	2.1179	0.0000	
Sub1062	1.9695	2.0481	1.9307	1.7832	2.0653	2.1407	2.0890	1.8568	2.1346	2.0598	2.0700	1.9234	2.0968	1.9121	1.9368	2.0090	1.9265	2.0307	1.8838	2.0218	1.9705	2.0625	2.0530	1.9250	2.1025	2.1688	2.0405	2.1473	2.1364	1.7776	2.0498	1.9084	2.0398	1.8921	1.8025	2.0779	2.1742	2.0753	1.8874	2.1464	2.0661	2.0865	1.9830	2.1157	1.9073	1.9414	2.0006	1.9410	2.0297	1.9303	2.0016	1.9206	2.0981	2.0897	1.8927	2.1200	2.1741	2.0479	2.1621	2.1270	1.7043	2.0595	0.0000	
Sub1063	1.9969	2.0969	2.0024	1.8690	2.1289	2.1675	2.1685	1.9188	2.1650	2.1220	2.1037	2.0014	2.1481	1.9226	2.0114	2.0684	1.9700	2.0457	1.9044	2.0594	1.9997	2.1249	2.1019	2.0073	2.1157	2.2174	2.0886	2.1658	2.1505	1.8100	2.0980	1.9418	2.0753	1.9696	1.8627	2.0821	2.1725	2.1531	1.8581	2.1811	2.0938	2.0924	2.0046	2.1511	1.9013	1.9891	2.0690	1.9325	2.0483	1.9241	2.0338	2.0244	2.0968	2.0813	1.9586	2.1222	2.2303	2.0646	2.1713	2.1450	1.7231	2.0748	0.0000	
Sub1064	1.9971	2.0457	2.0062	1.8925	2.0881	2.0875	2.1444	1.9042	2.1923	2.1322	2.1018	2.0249	2.0972	1.8724	1.9771	2.0186	1.9745	1.9873	1.9656	2.0380	1.9513	2.1102	2.0118	1.9436	2.1129	2.1777	2.0390	2.1285	2.0906	1.8232	2.0746	1.8962	2.0778	2.0002	1.9236	2.1025	2.1771	2.1395	1.9059	2.1814	2.1377	2.1202	2.0189	2.1552	1.9113	2.0228	2.0313	1.9821	2.0209	1.9560	2.0324	1.9854	2.1288	2.0400	1.9849	2.1415	2.2210	2.0244	2.1669	2.1136	1.7771	2.0791	0.0000	
Sub1065	1.9664	2.0893	1.9231	1.8830	2.1067	2.1982	2.1609	1.9560	2.1647	2.1062	2.0721	1.9840	2.1756	1.8565	1.9608	2.0223	1.9160	2.0302	1.8654	2.0107	1.9767	2.1109	2.1119	1.9924	2.1155	2.1874	2.0802	2.1687	2.1206	1.7833	2.1032	1.9008	2.0830	1.9142	1.7881	2.0897	2.1845	2.1091	1.9359	2.1562	2.1044	2.0601	1.9864	2.1559	1.8962	1.9802	2.0374	1.9371	2.0571	1.8981	2.0296	2.0028	2.0971	2.1080	1.9335	2.1509	2.2054	2.0516	2.1618	2.1204	1.7302	2.0886	0.0000	
Sub1066	1.9788	2.1013	1.9982	1.9746	2.1257	2.2121	2.1810	1.9498	2.1619	2.1076	2.1090	1.9959	2.1980	1.9479	2.0064	2.0242	1.9675	2.0348	1.9211	2.0910	2.0159	2.1170	2.1147	1.9760	2.1345	2.2142	2.0571	2.2046	2.1468	1.8122	2.0854	1.9618	2.0969	1.9693	1.9812	2.1184	2.2084	2.1622	1.9482	2.1646	2.1113	2.0933	1.9928	2.1730	1.9017	1.9966	2.0380	1.9613	2.0449	1.9409	2.0468	2.0057	2.1260	2.1352	1.9484	2.1550	2.2293	2.0689	2.1791	2.1491	1.7987	2.0858	0.0000	
Sub1067	1.9542	2.1280	2.0134	1.8508	2.0917	2.2038	2.1225	1.9365	2.1502	2.1325	2.0737	2.0067	2.1491	1.8846	2.0185	2.0470	1.9337	2.0537	1.8322	2.0865	2.0010	2.1392	2.1384	1.9027	2.1675	2.2299	2.0642	2.1848	2.1169	1.8260	2.0547	1.9405	2.1238	1.9885	1.7416	1.9992	2.2238	2.0641	1.8831	2.1508	2.1127	2.0625	2.0023	2.1222	1.8248	2.0054	2.0146	1.9695	2.0067	1.8792	2.0575	1.9744	2.1378	2.1488	1.7786	2.1620	2.2312	2.0985	2.1690	2.1669	1.7380	2.0332	0.0000	
Sub1068	2.0409	2.1124	1.9909	1.6729	2.0693	2.1451	2.1456	1.9293	2.1019	2.0863	2.0764	1.9720	2.1389	1.8105	2.0305	2.0196	1.9424	2.0346	1.8655	2.0684	2.0056	2.1039	2.1319	2.0013	2.1334	2.2177	2.1145	2.1372	2.1617	1.8378	2.0644	1.9004	2.1178	1.9869	1.8251	2.1001	2.1994	2.1642	1.9004	2.1538	2.1031	2.0386	2.0080	2.1623	1.8079	2.0157	2.0479	1.9196	1.9850	1.9125	2.0672	1.9676	2.1098	2.0978	1.8814	2.1305	2.2259	2.1253	2.1710	2.1721	1.7975	2.0759	0.0000	
Sub1069	2.0211	2.0888	1.9772	1.7913	2.0748	2.1440	2.1212	1.8430	2.1068	2.0977	2.0352	1.9738	2.1134	1.9221	1.9855	2.0347	1.9210	2.0040	1.8481	2.0370	2.0097	2.1273	2.0778	1.9803	2.0862	2.2002	2.0714	2.1401	2.1639	1.8657	2.0658	1.9575	2.0414	1.9250	1.8786	2.0603	2.1751	2.1067	1.8645	2.1139	2.1004	2.0497	2.0223	2.1266	1.8806	2.0330	2.0566	1.9511	2.0347	1.8535	2.0221	1.9695	2.1239	2.1000	1.9425	2.1316	2.2116	2.0544	2.1391	2.1347	1.7575	2.0471	0.0000	
Sub1070	1.8315	2.1326	2.0189	1.8154	2.0939	2.1898	2.1509	1.9314	2.1601	2.0852	2.1072	2.0025	2.1435	1.9105	2.0225	2.0196	1.9390	2.0192	1.8552	2.0850	1.9539	2.1090	2.1663	1.9688	2.1316	2.2197	2.1581	2.1471	2.1398	1.8412	2.0347	1.8513	2.1090	1.9494	1.9172	2.0854	2.2159	2.2010	1.8847	2.1729	2.0968	2.1104	2.0167	2.1681	1.9328	1.9958	2.0688	1.9277	2.0464	1.8937	2.0625	1.9522	2.1211	2.1206	1.8664	2.1321	2.2138	2.1235	2.1770	2.1603	1.7219	2.0562	0.0000	
Sub1071	1.9607	2.0912	1.9817	1.6543	2.0371	2.1193	2.0891	1.9010	2.0755	2.0732	2.0615	1.9697	2.0978	1.8612	1.9890	2.0233	1.9187	1.9951	1.8519	2.0426	1.9754	2.1056	2.0888	1.9813	2.1149	2.2228	2.0748	2.1295	2.1442	1.7735	2.0791	1.9572	2.0592	1.9221	1.8386	2.0398	2.1764	2.0839	1.8357	2.0853	2.0847	2.0521	1.9932	2.1154	1.8343	1.9834	2.0427	1.9435	1.9996	1.8460	2.0394	1.9965	2.0924	2.0784	1.8684	2.1151	2.2141	2.0589	2.1277	2.0956	1.6656	2.0473	0.0000	
Sub1072	2.0410	2.1155	1.9857	1.8083	2.0918	2.2135	2.1399	1.9559	2.1439	2.0838	2.0988	2.0087	2.1506	1.9182	2.0516	2.0408	1.8884	2.0478	1.8499	2.1006	2.0173	2.1541	2.1556	1.9801	2.1383	2.2387	2.1021	2.1885	2.1576	1.7913	2.0795	2.0067	2.1059	1.9847	1.9053	2.0925	2.2175	2.1607	1.9103	2.1400	2.0932	2.1185	1.9729	2.1771	1.9476	1.9903	2.0375	1.9647	2.0290	1.8878	2.0717	1.9886	2.1411	2.1165	1.9357	2.1431	2.2410	2.1199	2.1744	2.1709	1.7552	2.1074	0.0000	
Sub1073	1.9885	2.0971	1.9891	1.9175	2.0966	2.1908	2.1699	1.9272	2.1184	2.0913	2.0860	1.9805	2.1467	1.8818	2.0015	2.0067	1.9371	2.0264	1.8247	2.0531	2.0080	2.1148	2.1493	1.9676	2.1541	2.2139	2.1018	2.1740	2.1348	1.7874	2.1041	2.0051	2.0452	1.9909	1.9352	2.0762	2.2194	2.1670	1.8893	2.1712	2.1001	2.1106	1.9976	2.1500	1.9126	1.9732	2.0044	1.9239	1.9906	1.9114	2.0276	2.0130	2.1210	2.1456	1.9557	2.1234	2.2297	2.0922	2.1675	2.1078	1.7282	2.0696	0.0000	
Sub1074	1.9811	2.1040	1.9785	1.8246	2.0763	2.2049	2.1200	1.9555	2.1436	2.0985	2.0583	2.0019	2.1474	1.8535	2.0270	2.0310	1.9745	2.0210	1.8902	2.0733	1.9666	2.1196	2.1366	2.0144	2.1227	2.2057	2.1066	2.1531	2.1827	1.8554	2.0777	1.9318	2.0940	1.8792	1.8557	2.1023	2.2358	2.1260	1.9632	2.1582	2.1093	1.9996	1.9941	2.1233	1.8167	2.0055	2.0436	1.9911	2.0535	1.8629	2.0543	1.9970	2.0857	2.1411	1.9378	2.1475	2.2097	2.1070	2.1343	2.1690	1.7725	2.0722	0.0000	
